Yritys,Yritys nimi,Tulosyksikkö,Tulosyksikkö nimi,TY hierarkia järj,TY hierarkia taso 1,TY hierarkia taso 2,TY hierarkia taso 3,TY hierarkia taso 4,TY hierarkia taso 5,TY hierarkia taso 6,TY hierarkia taso 7,Pääkirjatiliryhmä,Pääkirjatili,Pääkirjatili nimi,Kumppaniyhtiö,Kumppaniyhtiö nimi,TA 2014
1370,Kulttuuri ja vapaa-aikap.,137384,Leirintä,2258,Tampereen kaupunki,Kulttuuri- ja vapaa-aikapalvelut,Liikuntapalvelut,Käyttöpalvelut,#,#,#,"Aineet, tarvikkeet ja tavarat",462100,Kaluston ostot,#,Kohdistamaton,"-1 000,00"
1370,Kulttuuri ja vapaa-aikap.,137384,Leirintä,2258,Tampereen kaupunki,Kulttuuri- ja vapaa-aikapalvelut,Liikuntapalvelut,Käyttöpalvelut,#,#,#,"Aineet, tarvikkeet ja tavarat",462200,Rakennusmateriaalin ostot,#,Kohdistamaton,"-4 000,00"
1370,Kulttuuri ja vapaa-aikap.,137384,Leirintä,2258,Tampereen kaupunki,Kulttuuri- ja vapaa-aikapalvelut,Liikuntapalvelut,Käyttöpalvelut,#,#,#,"Aineet, tarvikkeet ja tavarat",462300,Muun materiaalin ostot,#,Kohdistamaton,"-8 856,57"
1370,Kulttuuri ja vapaa-aikap.,137384,Leirintä,2258,Tampereen kaupunki,Kulttuuri- ja vapaa-aikapalvelut,Liikuntapalvelut,Käyttöpalvelut,#,#,#,Vuokrakulut,481000,Maa- ja vesialueiden vuokrat,1610,Tampereen Tilakeskus liikelait,"-68 693,64"
1370,Kulttuuri ja vapaa-aikap.,137384,Leirintä,2258,Tampereen kaupunki,Kulttuuri- ja vapaa-aikapalvelut,Liikuntapalvelut,Käyttöpalvelut,#,#,#,Vuokrakulut,482000,Rakennusten ja huoneistojen vuokrat,1610,Tampereen Tilakeskus liikelait,"-119 763,48"
1370,Kulttuuri ja vapaa-aikap.,137384,Leirintä,2258,Tampereen kaupunki,Kulttuuri- ja vapaa-aikapalvelut,Liikuntapalvelut,Käyttöpalvelut,#,#,#,Suunnitelman mukaiset poistot,714000,Poistot kiinteistä rakenteista ja laitteista,#,Kohdistamaton,"-62 000,00"
1370,Kulttuuri ja vapaa-aikap.,137384,Leirintä,2258,Tampereen kaupunki,Kulttuuri- ja vapaa-aikapalvelut,Liikuntapalvelut,Käyttöpalvelut,#,#,#,Suunnitelman mukaiset poistot,715000,Poistot koneista ja kalustosta,#,Kohdistamaton,"-47 000,00"
1370,Kulttuuri ja vapaa-aikap.,137385,Liikuntapaikkojen ku,2259,Tampereen kaupunki,Kulttuuri- ja vapaa-aikapalvelut,Liikuntapalvelut,Käyttöpalvelut,#,#,#,Valmistus omaan käyttöön,372000,"Valmistus omaan käyttöön, palvelut",#,Kohdistamaton,"1 439 000,00"
1370,Kulttuuri ja vapaa-aikap.,137385,Liikuntapaikkojen ku,2259,Tampereen kaupunki,Kulttuuri- ja vapaa-aikapalvelut,Liikuntapalvelut,Käyttöpalvelut,#,#,#,Valmistus omaan käyttöön,373000,"Valmistus omaan käyttöön, aineet, tarv. ja tavarat",#,Kohdistamaton,"160 000,00"
1370,Kulttuuri ja vapaa-aikap.,137385,Liikuntapaikkojen ku,2259,Tampereen kaupunki,Kulttuuri- ja vapaa-aikapalvelut,Liikuntapalvelut,Käyttöpalvelut,#,#,#,Valmistus omaan käyttöön,374010,"Valmistus omaan käyttöön, vuokramenot",#,Kohdistamaton,"76 000,00"
1370,Kulttuuri ja vapaa-aikap.,137385,Liikuntapaikkojen ku,2259,Tampereen kaupunki,Kulttuuri- ja vapaa-aikapalvelut,Liikuntapalvelut,Käyttöpalvelut,#,#,#,Palvelujen ostot,451200,"Toimisto-, pankki- ja asiantuntijapalvelut",#,Kohdistamaton,"-5 000,00"
1370,Kulttuuri ja vapaa-aikap.,137385,Liikuntapaikkojen ku,2259,Tampereen kaupunki,Kulttuuri- ja vapaa-aikapalvelut,Liikuntapalvelut,Käyttöpalvelut,#,#,#,Palvelujen ostot,451700,Rakennusten ja alueiden rakentamis- ja kunnossapit,1610,Tampereen Tilakeskus liikelait,"-65 000,00"
1370,Kulttuuri ja vapaa-aikap.,137385,Liikuntapaikkojen ku,2259,Tampereen kaupunki,Kulttuuri- ja vapaa-aikapalvelut,Liikuntapalvelut,Käyttöpalvelut,#,#,#,Palvelujen ostot,451700,Rakennusten ja alueiden rakentamis- ja kunnossapit,#,Kohdistamaton,"-1 214 000,00"
1370,Kulttuuri ja vapaa-aikap.,137385,Liikuntapaikkojen ku,2259,Tampereen kaupunki,Kulttuuri- ja vapaa-aikapalvelut,Liikuntapalvelut,Käyttöpalvelut,#,#,#,Palvelujen ostot,451800,"Koneiden, kal. ja laitt. rakentamis- ja kunn.pitop",#,Kohdistamaton,"-2 000,00"
1370,Kulttuuri ja vapaa-aikap.,137385,Liikuntapaikkojen ku,2259,Tampereen kaupunki,Kulttuuri- ja vapaa-aikapalvelut,Liikuntapalvelut,Käyttöpalvelut,#,#,#,Palvelujen ostot,452000,Matkustus- ja kuljetuspalvelut,1410,Tampereen Infra Liikelaitos,"-26 000,00"
1370,Kulttuuri ja vapaa-aikap.,137385,Liikuntapaikkojen ku,2259,Tampereen kaupunki,Kulttuuri- ja vapaa-aikapalvelut,Liikuntapalvelut,Käyttöpalvelut,#,#,#,Palvelujen ostot,452000,Matkustus- ja kuljetuspalvelut,#,Kohdistamaton,"-86 000,00"
1370,Kulttuuri ja vapaa-aikap.,137385,Liikuntapaikkojen ku,2259,Tampereen kaupunki,Kulttuuri- ja vapaa-aikapalvelut,Liikuntapalvelut,Käyttöpalvelut,#,#,#,Palvelujen ostot,452600,Maansiirto- ja työkonepalvelut,#,Kohdistamaton,"-41 000,00"
1370,Kulttuuri ja vapaa-aikap.,137385,Liikuntapaikkojen ku,2259,Tampereen kaupunki,Kulttuuri- ja vapaa-aikapalvelut,Liikuntapalvelut,Käyttöpalvelut,#,#,#,"Aineet, tarvikkeet ja tavarat",461900,Sähkön ostot,#,Kohdistamaton,"-12 000,00"
1370,Kulttuuri ja vapaa-aikap.,137385,Liikuntapaikkojen ku,2259,Tampereen kaupunki,Kulttuuri- ja vapaa-aikapalvelut,Liikuntapalvelut,Käyttöpalvelut,#,#,#,"Aineet, tarvikkeet ja tavarat",462200,Rakennusmateriaalin ostot,#,Kohdistamaton,"-50 000,00"
1370,Kulttuuri ja vapaa-aikap.,137385,Liikuntapaikkojen ku,2259,Tampereen kaupunki,Kulttuuri- ja vapaa-aikapalvelut,Liikuntapalvelut,Käyttöpalvelut,#,#,#,"Aineet, tarvikkeet ja tavarat",462300,Muun materiaalin ostot,#,Kohdistamaton,"-98 000,00"
1370,Kulttuuri ja vapaa-aikap.,137385,Liikuntapaikkojen ku,2259,Tampereen kaupunki,Kulttuuri- ja vapaa-aikapalvelut,Liikuntapalvelut,Käyttöpalvelut,#,#,#,Vuokrakulut,483000,Koneiden ja laitteiden vuokrat,#,Kohdistamaton,"-64 000,00"
1370,Kulttuuri ja vapaa-aikap.,137385,Liikuntapaikkojen ku,2259,Tampereen kaupunki,Kulttuuri- ja vapaa-aikapalvelut,Liikuntapalvelut,Käyttöpalvelut,#,#,#,Vuokrakulut,489000,Muut vuokrat,#,Kohdistamaton,"-12 000,00"
1370,Kulttuuri ja vapaa-aikap.,137385,Liikuntapaikkojen ku,2259,Tampereen kaupunki,Kulttuuri- ja vapaa-aikapalvelut,Liikuntapalvelut,Käyttöpalvelut,#,#,#,Suunnitelman mukaiset poistot,713000,Poistot rakennuksista,#,Kohdistamaton,"-25 000,00"
1370,Kulttuuri ja vapaa-aikap.,137385,Liikuntapaikkojen ku,2259,Tampereen kaupunki,Kulttuuri- ja vapaa-aikapalvelut,Liikuntapalvelut,Käyttöpalvelut,#,#,#,Suunnitelman mukaiset poistot,714000,Poistot kiinteistä rakenteista ja laitteista,#,Kohdistamaton,"-433 550,00"
1370,Kulttuuri ja vapaa-aikap.,137385,Liikuntapaikkojen ku,2259,Tampereen kaupunki,Kulttuuri- ja vapaa-aikapalvelut,Liikuntapalvelut,Käyttöpalvelut,#,#,#,Suunnitelman mukaiset poistot,714200,Poistot kiint. rakenteiden ja laitteiden rahoit.os,#,Kohdistamaton,"-20 000,00"
1370,Kulttuuri ja vapaa-aikap.,137386,LVI-konetekniikka,2260,Tampereen kaupunki,Kulttuuri- ja vapaa-aikapalvelut,Liikuntapalvelut,Käyttöpalvelut,#,#,#,Palkat ja palkkiot,401100,Maksetut kuukausipalkat,#,Kohdistamaton,"-216 595,24"
1370,Kulttuuri ja vapaa-aikap.,137386,LVI-konetekniikka,2260,Tampereen kaupunki,Kulttuuri- ja vapaa-aikapalvelut,Liikuntapalvelut,Käyttöpalvelut,#,#,#,Eläkekulut,421000,Eläkevakuutusmaksut,#,Kohdistamaton,"-36 279,70"
1370,Kulttuuri ja vapaa-aikap.,137386,LVI-konetekniikka,2260,Tampereen kaupunki,Kulttuuri- ja vapaa-aikapalvelut,Liikuntapalvelut,Käyttöpalvelut,#,#,#,Muut henkilösivukulut,431000,Sosiaaliturvamaksut,#,Kohdistamaton,"-4 635,14"
1370,Kulttuuri ja vapaa-aikap.,137386,LVI-konetekniikka,2260,Tampereen kaupunki,Kulttuuri- ja vapaa-aikapalvelut,Liikuntapalvelut,Käyttöpalvelut,#,#,#,Muut henkilösivukulut,432100,Työttömyysvakuutusmaksut,#,Kohdistamaton,"-6 627,81"
1370,Kulttuuri ja vapaa-aikap.,137386,LVI-konetekniikka,2260,Tampereen kaupunki,Kulttuuri- ja vapaa-aikapalvelut,Liikuntapalvelut,Käyttöpalvelut,#,#,#,Muut henkilösivukulut,432200,Tapaturmavakuutusmaksut,#,Kohdistamaton,"-866,38"
1370,Kulttuuri ja vapaa-aikap.,137386,LVI-konetekniikka,2260,Tampereen kaupunki,Kulttuuri- ja vapaa-aikapalvelut,Liikuntapalvelut,Käyttöpalvelut,#,#,#,Muut henkilösivukulut,432300,Ryhmähenkivakuutusmaksut,#,Kohdistamaton,"-108,30"
1370,Kulttuuri ja vapaa-aikap.,137386,LVI-konetekniikka,2260,Tampereen kaupunki,Kulttuuri- ja vapaa-aikapalvelut,Liikuntapalvelut,Käyttöpalvelut,#,#,#,Muut henkilösivukulut,433000,Vakuutuskassan kannatusmaksu,#,Kohdistamaton,"-324,89"
1370,Kulttuuri ja vapaa-aikap.,137386,LVI-konetekniikka,2260,Tampereen kaupunki,Kulttuuri- ja vapaa-aikapalvelut,Liikuntapalvelut,Käyttöpalvelut,#,#,#,Palvelujen ostot,451700,Rakennusten ja alueiden rakentamis- ja kunnossapit,1610,Tampereen Tilakeskus liikelait,"-2 500,00"
1370,Kulttuuri ja vapaa-aikap.,137386,LVI-konetekniikka,2260,Tampereen kaupunki,Kulttuuri- ja vapaa-aikapalvelut,Liikuntapalvelut,Käyttöpalvelut,#,#,#,Palvelujen ostot,451700,Rakennusten ja alueiden rakentamis- ja kunnossapit,#,Kohdistamaton,"-3 000,00"
1370,Kulttuuri ja vapaa-aikap.,137386,LVI-konetekniikka,2260,Tampereen kaupunki,Kulttuuri- ja vapaa-aikapalvelut,Liikuntapalvelut,Käyttöpalvelut,#,#,#,Palvelujen ostot,451800,"Koneiden, kal. ja laitt. rakentamis- ja kunn.pitop",#,Kohdistamaton,"-58 900,00"
1370,Kulttuuri ja vapaa-aikap.,137386,LVI-konetekniikka,2260,Tampereen kaupunki,Kulttuuri- ja vapaa-aikapalvelut,Liikuntapalvelut,Käyttöpalvelut,#,#,#,Palvelujen ostot,452000,Matkustus- ja kuljetuspalvelut,#,Kohdistamaton,"-4 300,00"
1370,Kulttuuri ja vapaa-aikap.,137386,LVI-konetekniikka,2260,Tampereen kaupunki,Kulttuuri- ja vapaa-aikapalvelut,Liikuntapalvelut,Käyttöpalvelut,#,#,#,Palvelujen ostot,452200,Laboratoriopalvelut,#,Kohdistamaton,"-30 000,00"
1370,Kulttuuri ja vapaa-aikap.,137386,LVI-konetekniikka,2260,Tampereen kaupunki,Kulttuuri- ja vapaa-aikapalvelut,Liikuntapalvelut,Käyttöpalvelut,#,#,#,Palvelujen ostot,452700,Muut palvelut,#,Kohdistamaton,"-3 600,00"
1370,Kulttuuri ja vapaa-aikap.,137386,LVI-konetekniikka,2260,Tampereen kaupunki,Kulttuuri- ja vapaa-aikapalvelut,Liikuntapalvelut,Käyttöpalvelut,#,#,#,"Aineet, tarvikkeet ja tavarat",461400,Vaatteiston ostot,#,Kohdistamaton,"-1 000,00"
1370,Kulttuuri ja vapaa-aikap.,137386,LVI-konetekniikka,2260,Tampereen kaupunki,Kulttuuri- ja vapaa-aikapalvelut,Liikuntapalvelut,Käyttöpalvelut,#,#,#,"Aineet, tarvikkeet ja tavarat",461600,Siivous- ja puhdistusaineiden ostot,#,Kohdistamaton,"-300,00"
1370,Kulttuuri ja vapaa-aikap.,137386,LVI-konetekniikka,2260,Tampereen kaupunki,Kulttuuri- ja vapaa-aikapalvelut,Liikuntapalvelut,Käyttöpalvelut,#,#,#,"Aineet, tarvikkeet ja tavarat",461700,Poltto-ja voiteluaineiden ostot,#,Kohdistamaton,"-2 000,00"
1370,Kulttuuri ja vapaa-aikap.,137386,LVI-konetekniikka,2260,Tampereen kaupunki,Kulttuuri- ja vapaa-aikapalvelut,Liikuntapalvelut,Käyttöpalvelut,#,#,#,"Aineet, tarvikkeet ja tavarat",461900,Sähkön ostot,#,Kohdistamaton,"-4 000,00"
1370,Kulttuuri ja vapaa-aikap.,137386,LVI-konetekniikka,2260,Tampereen kaupunki,Kulttuuri- ja vapaa-aikapalvelut,Liikuntapalvelut,Käyttöpalvelut,#,#,#,"Aineet, tarvikkeet ja tavarat",462100,Kaluston ostot,#,Kohdistamaton,"-1 000,00"
1370,Kulttuuri ja vapaa-aikap.,137386,LVI-konetekniikka,2260,Tampereen kaupunki,Kulttuuri- ja vapaa-aikapalvelut,Liikuntapalvelut,Käyttöpalvelut,#,#,#,"Aineet, tarvikkeet ja tavarat",462200,Rakennusmateriaalin ostot,#,Kohdistamaton,"-7 000,00"
1370,Kulttuuri ja vapaa-aikap.,137386,LVI-konetekniikka,2260,Tampereen kaupunki,Kulttuuri- ja vapaa-aikapalvelut,Liikuntapalvelut,Käyttöpalvelut,#,#,#,"Aineet, tarvikkeet ja tavarat",462300,Muun materiaalin ostot,1660,Tampereen Logistiikka liikelai,"-800,00"
1370,Kulttuuri ja vapaa-aikap.,137386,LVI-konetekniikka,2260,Tampereen kaupunki,Kulttuuri- ja vapaa-aikapalvelut,Liikuntapalvelut,Käyttöpalvelut,#,#,#,"Aineet, tarvikkeet ja tavarat",462300,Muun materiaalin ostot,#,Kohdistamaton,"-91 542,62"
1370,Kulttuuri ja vapaa-aikap.,137386,LVI-konetekniikka,2260,Tampereen kaupunki,Kulttuuri- ja vapaa-aikapalvelut,Liikuntapalvelut,Käyttöpalvelut,#,#,#,Vuokrakulut,483000,Koneiden ja laitteiden vuokrat,1410,Tampereen Infra Liikelaitos,"-9 200,00"
1370,Kulttuuri ja vapaa-aikap.,137386,LVI-konetekniikka,2260,Tampereen kaupunki,Kulttuuri- ja vapaa-aikapalvelut,Liikuntapalvelut,Käyttöpalvelut,#,#,#,Vuokrakulut,483000,Koneiden ja laitteiden vuokrat,#,Kohdistamaton,"-500,00"
1370,Kulttuuri ja vapaa-aikap.,137386,LVI-konetekniikka,2260,Tampereen kaupunki,Kulttuuri- ja vapaa-aikapalvelut,Liikuntapalvelut,Käyttöpalvelut,#,#,#,Suunnitelman mukaiset poistot,715000,Poistot koneista ja kalustosta,#,Kohdistamaton,"-2 000,00"
1370,Kulttuuri ja vapaa-aikap.,137390,Hakametsän jäähalli,2262,Tampereen kaupunki,Kulttuuri- ja vapaa-aikapalvelut,Liikuntapalvelut,Käyttöpalvelut,Jäähallit,#,#,Maksutuotot,320000,Maksutulot,#,Kohdistamaton,"53 033,56"
1370,Kulttuuri ja vapaa-aikap.,137390,Hakametsän jäähalli,2262,Tampereen kaupunki,Kulttuuri- ja vapaa-aikapalvelut,Liikuntapalvelut,Käyttöpalvelut,Jäähallit,#,#,Vuokratuotot,349000,Muut vuokratulot,#,Kohdistamaton,"238 000,00"
1370,Kulttuuri ja vapaa-aikap.,137390,Hakametsän jäähalli,2262,Tampereen kaupunki,Kulttuuri- ja vapaa-aikapalvelut,Liikuntapalvelut,Käyttöpalvelut,Jäähallit,#,#,Muut toimintatuotot,359000,Muut tulot,#,Kohdistamaton,"14 000,00"
1370,Kulttuuri ja vapaa-aikap.,137390,Hakametsän jäähalli,2262,Tampereen kaupunki,Kulttuuri- ja vapaa-aikapalvelut,Liikuntapalvelut,Käyttöpalvelut,Jäähallit,#,#,Palkat ja palkkiot,401100,Maksetut kuukausipalkat,#,Kohdistamaton,"-465 357,13"
1370,Kulttuuri ja vapaa-aikap.,137390,Hakametsän jäähalli,2262,Tampereen kaupunki,Kulttuuri- ja vapaa-aikapalvelut,Liikuntapalvelut,Käyttöpalvelut,Jäähallit,#,#,Eläkekulut,421000,Eläkevakuutusmaksut,#,Kohdistamaton,"-77 947,32"
1370,Kulttuuri ja vapaa-aikap.,137390,Hakametsän jäähalli,2262,Tampereen kaupunki,Kulttuuri- ja vapaa-aikapalvelut,Liikuntapalvelut,Käyttöpalvelut,Jäähallit,#,#,Muut henkilösivukulut,431000,Sosiaaliturvamaksut,#,Kohdistamaton,"-9 958,64"
1370,Kulttuuri ja vapaa-aikap.,137390,Hakametsän jäähalli,2262,Tampereen kaupunki,Kulttuuri- ja vapaa-aikapalvelut,Liikuntapalvelut,Käyttöpalvelut,Jäähallit,#,#,Muut henkilösivukulut,432100,Työttömyysvakuutusmaksut,#,Kohdistamaton,"-14 239,93"
1370,Kulttuuri ja vapaa-aikap.,137390,Hakametsän jäähalli,2262,Tampereen kaupunki,Kulttuuri- ja vapaa-aikapalvelut,Liikuntapalvelut,Käyttöpalvelut,Jäähallit,#,#,Muut henkilösivukulut,432200,Tapaturmavakuutusmaksut,#,Kohdistamaton,"-1 861,43"
1370,Kulttuuri ja vapaa-aikap.,137390,Hakametsän jäähalli,2262,Tampereen kaupunki,Kulttuuri- ja vapaa-aikapalvelut,Liikuntapalvelut,Käyttöpalvelut,Jäähallit,#,#,Muut henkilösivukulut,432300,Ryhmähenkivakuutusmaksut,#,Kohdistamaton,"-232,68"
1370,Kulttuuri ja vapaa-aikap.,137390,Hakametsän jäähalli,2262,Tampereen kaupunki,Kulttuuri- ja vapaa-aikapalvelut,Liikuntapalvelut,Käyttöpalvelut,Jäähallit,#,#,Muut henkilösivukulut,433000,Vakuutuskassan kannatusmaksu,#,Kohdistamaton,"-698,04"
1370,Kulttuuri ja vapaa-aikap.,137390,Hakametsän jäähalli,2262,Tampereen kaupunki,Kulttuuri- ja vapaa-aikapalvelut,Liikuntapalvelut,Käyttöpalvelut,Jäähallit,#,#,Palvelujen ostot,451600,Puhtaanapito- ja pesulapalvelut,1410,Tampereen Infra Liikelaitos,"-1 500,00"
1370,Kulttuuri ja vapaa-aikap.,137390,Hakametsän jäähalli,2262,Tampereen kaupunki,Kulttuuri- ja vapaa-aikapalvelut,Liikuntapalvelut,Käyttöpalvelut,Jäähallit,#,#,Palvelujen ostot,451600,Puhtaanapito- ja pesulapalvelut,1610,Tampereen Tilakeskus liikelait,"-217 698,36"
1370,Kulttuuri ja vapaa-aikap.,137390,Hakametsän jäähalli,2262,Tampereen kaupunki,Kulttuuri- ja vapaa-aikapalvelut,Liikuntapalvelut,Käyttöpalvelut,Jäähallit,#,#,Palvelujen ostot,451700,Rakennusten ja alueiden rakentamis- ja kunnossapit,1410,Tampereen Infra Liikelaitos,"-1 000,00"
1370,Kulttuuri ja vapaa-aikap.,137390,Hakametsän jäähalli,2262,Tampereen kaupunki,Kulttuuri- ja vapaa-aikapalvelut,Liikuntapalvelut,Käyttöpalvelut,Jäähallit,#,#,Palvelujen ostot,451700,Rakennusten ja alueiden rakentamis- ja kunnossapit,1610,Tampereen Tilakeskus liikelait,"-7 500,00"
1370,Kulttuuri ja vapaa-aikap.,137390,Hakametsän jäähalli,2262,Tampereen kaupunki,Kulttuuri- ja vapaa-aikapalvelut,Liikuntapalvelut,Käyttöpalvelut,Jäähallit,#,#,Palvelujen ostot,451700,Rakennusten ja alueiden rakentamis- ja kunnossapit,#,Kohdistamaton,"-7 000,00"
1370,Kulttuuri ja vapaa-aikap.,137390,Hakametsän jäähalli,2262,Tampereen kaupunki,Kulttuuri- ja vapaa-aikapalvelut,Liikuntapalvelut,Käyttöpalvelut,Jäähallit,#,#,Palvelujen ostot,451800,"Koneiden, kal. ja laitt. rakentamis- ja kunn.pitop",1410,Tampereen Infra Liikelaitos,"-1 000,00"
1370,Kulttuuri ja vapaa-aikap.,137390,Hakametsän jäähalli,2262,Tampereen kaupunki,Kulttuuri- ja vapaa-aikapalvelut,Liikuntapalvelut,Käyttöpalvelut,Jäähallit,#,#,Palvelujen ostot,451800,"Koneiden, kal. ja laitt. rakentamis- ja kunn.pitop",#,Kohdistamaton,"-29 000,00"
1370,Kulttuuri ja vapaa-aikap.,137390,Hakametsän jäähalli,2262,Tampereen kaupunki,Kulttuuri- ja vapaa-aikapalvelut,Liikuntapalvelut,Käyttöpalvelut,Jäähallit,#,#,Palvelujen ostot,452000,Matkustus- ja kuljetuspalvelut,1410,Tampereen Infra Liikelaitos,"-500,00"
1370,Kulttuuri ja vapaa-aikap.,137390,Hakametsän jäähalli,2262,Tampereen kaupunki,Kulttuuri- ja vapaa-aikapalvelut,Liikuntapalvelut,Käyttöpalvelut,Jäähallit,#,#,Palvelujen ostot,452000,Matkustus- ja kuljetuspalvelut,#,Kohdistamaton,"-4 182,00"
1370,Kulttuuri ja vapaa-aikap.,137390,Hakametsän jäähalli,2262,Tampereen kaupunki,Kulttuuri- ja vapaa-aikapalvelut,Liikuntapalvelut,Käyttöpalvelut,Jäähallit,#,#,Palvelujen ostot,452600,Maansiirto- ja työkonepalvelut,#,Kohdistamaton,"-10 000,00"
1370,Kulttuuri ja vapaa-aikap.,137390,Hakametsän jäähalli,2262,Tampereen kaupunki,Kulttuuri- ja vapaa-aikapalvelut,Liikuntapalvelut,Käyttöpalvelut,Jäähallit,#,#,Palvelujen ostot,452700,Muut palvelut,1660,Tampereen Logistiikka liikelai,"-300,00"
1370,Kulttuuri ja vapaa-aikap.,137390,Hakametsän jäähalli,2262,Tampereen kaupunki,Kulttuuri- ja vapaa-aikapalvelut,Liikuntapalvelut,Käyttöpalvelut,Jäähallit,#,#,Palvelujen ostot,452700,Muut palvelut,#,Kohdistamaton,"-5 000,00"
1370,Kulttuuri ja vapaa-aikap.,137390,Hakametsän jäähalli,2262,Tampereen kaupunki,Kulttuuri- ja vapaa-aikapalvelut,Liikuntapalvelut,Käyttöpalvelut,Jäähallit,#,#,"Aineet, tarvikkeet ja tavarat",461400,Vaatteiston ostot,#,Kohdistamaton,"-1 500,00"
1370,Kulttuuri ja vapaa-aikap.,137390,Hakametsän jäähalli,2262,Tampereen kaupunki,Kulttuuri- ja vapaa-aikapalvelut,Liikuntapalvelut,Käyttöpalvelut,Jäähallit,#,#,"Aineet, tarvikkeet ja tavarat",461600,Siivous- ja puhdistusaineiden ostot,1660,Tampereen Logistiikka liikelai,"-2 000,00"
1370,Kulttuuri ja vapaa-aikap.,137390,Hakametsän jäähalli,2262,Tampereen kaupunki,Kulttuuri- ja vapaa-aikapalvelut,Liikuntapalvelut,Käyttöpalvelut,Jäähallit,#,#,"Aineet, tarvikkeet ja tavarat",461700,Poltto-ja voiteluaineiden ostot,#,Kohdistamaton,"-3 500,00"
1370,Kulttuuri ja vapaa-aikap.,137390,Hakametsän jäähalli,2262,Tampereen kaupunki,Kulttuuri- ja vapaa-aikapalvelut,Liikuntapalvelut,Käyttöpalvelut,Jäähallit,#,#,"Aineet, tarvikkeet ja tavarat",462100,Kaluston ostot,#,Kohdistamaton,"-12 000,00"
1370,Kulttuuri ja vapaa-aikap.,137390,Hakametsän jäähalli,2262,Tampereen kaupunki,Kulttuuri- ja vapaa-aikapalvelut,Liikuntapalvelut,Käyttöpalvelut,Jäähallit,#,#,"Aineet, tarvikkeet ja tavarat",462200,Rakennusmateriaalin ostot,#,Kohdistamaton,"-5 798,29"
1370,Kulttuuri ja vapaa-aikap.,137390,Hakametsän jäähalli,2262,Tampereen kaupunki,Kulttuuri- ja vapaa-aikapalvelut,Liikuntapalvelut,Käyttöpalvelut,Jäähallit,#,#,"Aineet, tarvikkeet ja tavarat",462300,Muun materiaalin ostot,#,Kohdistamaton,"-25 522,49"
1370,Kulttuuri ja vapaa-aikap.,137390,Hakametsän jäähalli,2262,Tampereen kaupunki,Kulttuuri- ja vapaa-aikapalvelut,Liikuntapalvelut,Käyttöpalvelut,Jäähallit,#,#,Vuokrakulut,481000,Maa- ja vesialueiden vuokrat,1610,Tampereen Tilakeskus liikelait,"-105 741,24"
1370,Kulttuuri ja vapaa-aikap.,137390,Hakametsän jäähalli,2262,Tampereen kaupunki,Kulttuuri- ja vapaa-aikapalvelut,Liikuntapalvelut,Käyttöpalvelut,Jäähallit,#,#,Vuokrakulut,482000,Rakennusten ja huoneistojen vuokrat,1610,Tampereen Tilakeskus liikelait,"-2 343 434,16"
1370,Kulttuuri ja vapaa-aikap.,137390,Hakametsän jäähalli,2262,Tampereen kaupunki,Kulttuuri- ja vapaa-aikapalvelut,Liikuntapalvelut,Käyttöpalvelut,Jäähallit,#,#,Vuokrakulut,483000,Koneiden ja laitteiden vuokrat,1410,Tampereen Infra Liikelaitos,"-11 800,00"
1370,Kulttuuri ja vapaa-aikap.,137390,Hakametsän jäähalli,2262,Tampereen kaupunki,Kulttuuri- ja vapaa-aikapalvelut,Liikuntapalvelut,Käyttöpalvelut,Jäähallit,#,#,Suunnitelman mukaiset poistot,715000,Poistot koneista ja kalustosta,#,Kohdistamaton,"-64 450,00"
1370,Kulttuuri ja vapaa-aikap.,137391,Hervannan jäähalli,2263,Tampereen kaupunki,Kulttuuri- ja vapaa-aikapalvelut,Liikuntapalvelut,Käyttöpalvelut,Jäähallit,#,#,Maksutuotot,320000,Maksutulot,#,Kohdistamaton,"111 351,75"
1370,Kulttuuri ja vapaa-aikap.,137391,Hervannan jäähalli,2263,Tampereen kaupunki,Kulttuuri- ja vapaa-aikapalvelut,Liikuntapalvelut,Käyttöpalvelut,Jäähallit,#,#,Vuokratuotot,349000,Muut vuokratulot,#,Kohdistamaton,"3 885,00"
1370,Kulttuuri ja vapaa-aikap.,137391,Hervannan jäähalli,2263,Tampereen kaupunki,Kulttuuri- ja vapaa-aikapalvelut,Liikuntapalvelut,Käyttöpalvelut,Jäähallit,#,#,Palkat ja palkkiot,401100,Maksetut kuukausipalkat,#,Kohdistamaton,"-304 910,92"
1370,Kulttuuri ja vapaa-aikap.,137391,Hervannan jäähalli,2263,Tampereen kaupunki,Kulttuuri- ja vapaa-aikapalvelut,Liikuntapalvelut,Käyttöpalvelut,Jäähallit,#,#,Eläkekulut,421000,Eläkevakuutusmaksut,#,Kohdistamaton,"-51 072,58"
1370,Kulttuuri ja vapaa-aikap.,137391,Hervannan jäähalli,2263,Tampereen kaupunki,Kulttuuri- ja vapaa-aikapalvelut,Liikuntapalvelut,Käyttöpalvelut,Jäähallit,#,#,Muut henkilösivukulut,431000,Sosiaaliturvamaksut,#,Kohdistamaton,"-6 525,09"
1370,Kulttuuri ja vapaa-aikap.,137391,Hervannan jäähalli,2263,Tampereen kaupunki,Kulttuuri- ja vapaa-aikapalvelut,Liikuntapalvelut,Käyttöpalvelut,Jäähallit,#,#,Muut henkilösivukulut,432100,Työttömyysvakuutusmaksut,#,Kohdistamaton,"-9 330,27"
